1,5,1755943526.264926,0.8800393325389311,16,6,0,0,0,0,0,1,0,0,3,0,0,7,0,0,1,2,4,5,5,1,5,4,5,7,3,1,2,3,1,1,2,1,5,0,5,7,10,2,5,4,8,1,8,6,4,5,13,5,3,9,4,14,14,4,10,13,1,4,14,9,6,5,2,19,11,1,12,10,7,3,19,0,15,15,2,11,11,0,7,2,3,7,22,2,23,3,0,6,14,7,27,15,9,7,13,6,10,23,5,24,21,6,16,26,1,20,9,0,22,17,2,4,7,3,3,17,7,7,30,3,24,26,4,31,11,2,20,7,8,38,21,9,35,34,9,25,36,7,2,31,0,20,31,3,42,34,3,5,22,2,44,30,1,47,46,2,1,12,0,21,13,4,33,18,9,34,27,1,20,30,6,38,7,2,50,14,7,23,20,7,21,46,8,11,59,1,31,56,5,23,48,3,60,42,9,53,52,7,55,54,9,34,16,5,26,60,7,49,35,0,35,31,5,36,65,8,52,57,6,39,47,2,41,61,5,53,31,1,35,52,3,28,58,7,26,40,9,48,62,5,54,68,9,32,65,2,51,79,0,66,53,7,36,35,2,43,77,6,47,63,6,48,58,6,84,77,4,56,48,4,66,73,7,74,64,8,74,82,1,42,47,3,45,64,6,74,80,5,69,82,3,86,91,5,61,76,6,95,72,0,62,68,8,51,59,1,88,85,8,83,93,9,94,100,4,105,58,9,69,99,2,66,80,4,87,78,7,94,56,5,79,76,5,95,77,1,79,85,4,88,92,7,83,96,7,75,110,7,74,71,6,94,86,1,76,105,7,94,95,0,108,116,2,86,83,9,87,95,8,105,114,9,94,84,4,83,110,1,117,86,3,83,81,9,123,84,6,124,103,6,90,118,3,115,102,4,101,130,3,91,114,6,88,118,5,108,115,6,109,93,5,115,91,0,113,95,9,118,96,1,129,132,1,101,135,2,138,92,0,131,116,8,123,118,3,115,116,8,107,99,0,100,102,5,119,116,5,97,104,0,105,103
2,9,1755946941.159823,0.9065880054569526,13,6,0,0,0,0,0,1,0,0,3,0,0,7,0,0,1,2,4,1,5,1,5,4,5,7,3,1,2,3,1,8,2,1,5,0,5,7,10,2,5,4,8,1,8,6,4,5,13,5,3,11,4,14,14,4,10,13,1,4,14,9,6,5,2,19,11,1,12,10,7,3,19,0,15,15,2,11,11,0,7,2,3,7,21,2,8,3,0,6,14,7,27,15,9,7,13,6,10,23,5,24,21,6,16,26,1,20,9,0,22,17,2,4,7,3,3,4,7,7,30,3,24,26,4,31,11,2,20,7,8,38,21,6,35,34,9,25,36,6,2,31,0,20,31,3,42,34,3,5,22,2,44,22,1,47,46,2,1,8,0,21,13,4,33,18,9,34,27,1,20,30,6,38,7,2,50,14,7,23,20,7,21,46,8,11,59,2,31,56,5,23,48,3,60,35,9,53,52,7,55,54,9,34,16,5,26,60,7,49,35,0,35,31,5,63,65,8,52,57,6,39,47,2,41,61,5,53,31,1,35,52,3,28,58,7,68,40,9,48,62,5,54,68,9,32,65,2,51,79,0,66,53,7,36,35,8,43,77,6,47,63,6,48,58,6,84,77,4,56,48,1,66,51,7,74,64,8,74,82,1,42,47,3,45,64,6,74,80,5,69,82,3,86,91,5,61,76,6,95,72,0,62,68,8,51,59,1,88,85,8,83,93,9,94,100,4,105,58,9,69,99,2,66,80,4,87,78,7,94,56,5,79,76,5,95,77,1,79,85,4,88,92,7,83,96,7,75,110,7,74,71,6,94,86,1,76,105,7,94,95,0,108,116,2,86,83,9,87,95,8,105,114,9,94,84,4,83,110,1,117,86,3,119,81,9,123,84,6,124,103,6,90,118,3,115,102,4,101,130,3,91,114,6,88,118,5,108,115,6,109,93,5,115,91,0,113,95,9,118,96,1,129,132,0,101,135,2,138,92,0,131,116,8,123,118,3,115,116,8,107,99,0,100,102,5,119,116,5,97,104,0,105,103
3,13,1755948549.9461446,0.9124877088306693,18,6,0,0,3,0,0,1,0,0,3,0,0,7,0,0,1,2,4,1,1,1,5,4,5,7,3,1,2,3,1,8,2,1,5,0,5,7,10,2,5,4,8,1,8,6,4,5,13,5,3,11,4,14,14,4,10,13,1,4,13,9,10,5,2,19,11,1,12,10,7,8,19,0,15,15,2,11,11,0,7,2,3,7,21,2,8,3,0,6,14,7,27,15,9,7,13,6,28,23,5,24,21,6,16,26,1,20,9,0,22,17,2,4,7,3,3,4,7,7,30,5,24,26,4,31,17,2,20,7,8,38,21,8,35,34,2,25,36,6,2,31,0,20,31,3,42,10,3,5,22,2,44,22,1,47,46,2,1,8,0,21,13,4,33,18,9,34,27,1,20,30,6,38,7,2,50,14,7,23,20,7,21,46,8,11,59,2,31,56,5,23,48,3,60,35,9,22,52,7,55,54,9,34,16,5,26,60,7,49,35,0,35,31,5,63,65,8,52,57,6,39,47,2,41,61,5,53,31,1,35,52,3,28,58,7,68,40,9,48,62,5,54,68,9,32,65,2,51,79,0,66,53,7,36,35,8,43,77,6,47,63,7,48,58,6,84,77,4,56,48,1,66,51,7,74,64,8,74,82,1,42,47,3,45,64,6,74,80,5,49,82,3,86,91,5,61,76,6,95,72,0,62,68,8,51,59,1,88,85,8,56,93,9,94,100,4,105,58,9,69,99,2,66,80,6,87,78,7,94,56,5,79,76,5,95,77,1,79,79,4,88,92,7,83,96,7,75,110,7,74,71,6,94,86,1,76,105,7,94,95,0,108,116,2,86,83,9,87,95,8,105,114,4,94,84,4,83,110,1,117,86,3,119,81,9,123,84,6,124,103,6,90,118,3,115,102,4,101,130,2,91,114,6,88,118,5,108,115,6,109,93,5,115,91,0,113,95,9,118,96,1,129,132,0,101,135,2,138,92,0,131,116,8,123,118,3,115,116,2,107,99,0,100,102,5,119,116,5,97,104,0,105,103
4,17,1755952206.123283,0.9124877088306693,18,6,0,0,3,0,0,1,0,0,3,0,0,7,0,0,1,2,5,1,1,1,5,4,5,7,3,1,2,3,1,8,2,1,5,0,5,7,10,2,5,4,8,1,8,6,4,5,13,5,3,11,4,14,14,4,10,13,1,4,13,9,10,5,7,19,11,1,12,10,7,8,19,0,15,15,2,11,11,0,7,2,3,7,21,3,8,3,0,3,14,7,27,15,9,6,13,6,28,23,5,24,21,6,16,26,1,20,9,0,22,17,2,4,7,3,3,4,7,7,30,5,24,26,4,31,17,2,20,7,8,38,21,8,35,34,2,25,36,6,2,31,0,20,31,3,42,10,3,5,22,2,44,2,1,47,23,2,1,8,0,21,13,4,19,18,1,34,27,1,20,30,6,38,7,2,50,14,7,23,20,7,21,46,8,11,59,2,31,56,5,23,48,3,60,35,9,22,52,7,55,54,9,34,16,0,26,60,7,49,35,0,35,31,5,63,65,8,52,57,6,39,47,2,41,61,5,53,31,1,35,52,3,28,58,7,68,40,9,72,62,5,54,54,9,32,65,2,51,79,0,66,53,7,36,35,8,52,77,6,47,63,7,48,58,6,84,77,4,56,48,1,66,51,7,74,64,8,74,82,1,42,47,3,45,64,6,74,80,5,49,82,3,86,91,5,61,76,6,95,72,0,62,68,8,51,80,1,88,85,8,56,93,9,94,100,4,105,58,9,69,99,2,66,80,6,87,78,7,94,56,5,79,76,5,95,77,1,79,79,4,88,92,7,83,96,7,75,110,7,74,71,6,94,86,1,76,105,7,94,95,0,108,116,2,86,83,9,87,95,8,105,114,4,94,84,4,83,110,1,117,86,3,119,81,9,123,84,6,124,103,6,90,118,3,115,102,4,101,130,2,91,114,6,88,118,5,108,115,6,109,93,5,115,91,0,113,95,9,118,96,1,129,132,0,101,135,2,138,92,0,131,116,8,123,118,3,141,116,2,107,96,0,100,102,5,119,116,5,97,104,0,105,103
5,21,1755954852.9155264,0.9124877088306693,18,6,0,0,3,0,0,1,0,0,3,0,0,7,0,0,1,2,5,1,1,1,5,4,5,7,3,1,2,3,1,8,7,1,5,0,5,7,10,2,5,4,8,1,8,6,4,5,13,5,3,11,4,14,14,4,10,13,1,4,13,9,10,5,7,10,11,1,12,10,7,8,19,0,15,15,2,14,6,0,7,2,3,7,21,3,8,3,0,3,14,7,27,25,5,6,13,6,28,23,5,24,21,6,16,26,8,20,9,0,22,17,2,4,7,3,3,4,7,7,30,5,24,26,4,31,17,2,20,7,8,38,21,8,35,34,2,25,36,6,13,31,0,20,31,3,42,10,3,5,22,2,44,27,1,47,23,2,1,8,0,21,13,4,19,18,1,34,27,1,20,30,6,38,7,2,50,14,7,23,20,7,21,41,8,11,59,5,31,56,3,23,48,3,60,35,9,22,52,7,55,54,9,34,16,0,26,60,7,49,35,0,35,31,5,63,65,8,52,57,6,39,47,2,41,61,5,53,31,1,60,52,3,28,58,7,68,40,9,72,62,5,54,54,9,71,65,2,51,79,0,66,45,7,36,35,8,49,77,6,47,63,7,48,58,6,84,77,4,56,48,1,66,51,7,74,64,8,74,82,1,42,47,3,45,64,6,74,80,5,49,82,3,86,91,5,61,76,6,95,72,0,62,68,8,51,80,1,88,85,8,56,93,9,94,100,4,105,58,9,69,99,2,100,80,6,87,78,7,94,56,5,79,76,5,95,77,1,79,79,4,88,92,7,83,96,7,75,110,7,74,71,7,94,86,1,76,105,7,94,108,0,108,116,2,86,83,9,87,95,8,105,114,4,94,84,4,83,110,1,117,86,3,119,81,9,123,84,6,108,103,6,90,118,3,115,102,4,101,130,2,91,114,6,88,118,5,108,91,6,109,93,5,115,91,0,113,95,9,118,96,1,129,132,0,101,135,2,138,92,0,131,116,8,123,118,3,141,116,2,107,96,0,100,102,5,119,116,5,97,104,0,105,103
6,25,1755957502.5574186,0.9124877088306693,18,6,0,0,3,0,0,1,0,0,3,0,0,7,0,0,1,2,5,1,1,1,5,4,5,7,3,1,2,3,1,8,7,1,5,0,5,7,10,2,5,4,8,1,8,6,4,5,13,5,3,11,4,14,14,4,10,13,1,4,13,9,10,5,7,10,11,1,12,10,7,8,19,0,5,15,2,14,6,0,7,2,3,7,21,3,11,3,0,3,20,7,27,25,5,6,13,6,28,23,5,24,21,6,16,26,8,2,9,0,22,17,2,4,7,3,3,4,7,7,30,5,24,26,4,31,17,2,20,7,8,38,21,8,35,34,2,25,36,6,13,31,0,20,31,3,42,10,3,5,22,2,44,27,1,47,23,2,1,8,0,21,13,4,19,18,8,34,45,1,20,30,6,38,7,2,50,14,7,23,20,7,21,41,9,11,59,5,31,56,3,28,48,3,60,35,9,22,52,7,55,54,9,34,16,0,26,60,7,49,35,0,35,31,5,49,65,8,52,57,6,39,47,2,41,61,5,53,31,0,60,52,5,28,58,7,68,40,9,72,62,5,54,54,9,71,65,2,51,79,0,66,45,7,36,69,8,49,77,6,47,63,6,48,58,6,84,77,4,56,48,1,66,51,7,74,64,8,74,82,1,42,47,3,45,64,6,74,80,5,49,82,3,86,91,5,61,76,6,95,72,0,62,68,8,51,80,1,88,85,8,56,93,9,94,100,4,105,58,9,69,99,2,100,80,6,87,78,5,94,56,1,79,76,5,95,77,1,79,79,4,88,92,7,83,96,7,70,110,7,79,71,7,94,86,8,76,105,7,94,108,0,108,116,2,86,83,9,87,95,8,105,114,4,94,84,4,83,110,1,117,86,3,119,81,9,123,84,6,108,103,6,90,118,3,115,102,4,101,130,2,91,114,6,88,118,5,114,91,6,109,93,5,115,91,0,113,95,9,118,96,1,129,132,0,101,105,2,138,116,0,131,116,8,123,118,3,141,116,2,107,96,0,100,102,5,119,116,5,97,104,0,105,103
7,29,1755959972.0585194,0.9124877088306693,18,6,0,0,3,0,0,1,0,0,3,0,0,7,0,0,1,2,5,1,1,1,5,4,5,7,3,1,2,3,1,8,7,1,6,0,5,7,10,2,5,4,8,7,8,6,4,5,13,5,3,11,4,14,14,4,10,13,1,4,13,9,10,5,7,10,11,1,12,10,7,8,19,0,5,15,2,14,6,0,7,2,3,7,21,3,14,3,0,3,20,7,27,25,5,6,13,6,28,23,5,24,21,6,16,26,8,2,9,0,22,17,6,4,7,3,3,4,7,7,30,4,24,26,4,31,17,2,20,7,1,38,21,8,35,34,2,25,36,6,13,31,0,20,31,3,42,10,3,5,22,2,44,15,1,47,23,2,1,8,0,21,13,4,19,18,8,34,45,1,20,30,6,38,7,2,50,14,7,23,20,7,51,41,9,11,59,5,31,56,3,28,48,3,60,35,9,22,52,7,55,54,9,34,16,0,65,60,7,49,62,0,35,31,5,49,65,8,52,57,6,39,47,2,41,61,5,53,31,0,60,34,5,28,61,7,68,40,9,72,62,5,54,54,9,71,65,2,51,79,0,66,45,7,36,69,8,49,77,6,47,63,6,48,58,6,84,77,4,56,48,1,66,51,7,74,64,8,74,82,1,42,47,3,45,64,6,74,80,5,49,82,3,86,91,5,61,76,6,95,72,0,62,68,8,51,80,1,88,85,8,56,97,9,94,100,4,105,58,9,103,99,2,100,80,6,87,78,8,94,56,1,79,76,5,95,77,1,79,79,4,88,92,7,83,96,7,70,110,7,79,71,7,109,108,8,76,105,4,94,108,0,108,116,2,86,83,9,87,95,5,105,114,4,94,84,4,83,110,1,117,86,3,119,81,9,123,84,6,108,103,6,90,118,3,115,102,4,101,130,2,114,114,6,95,118,5,114,91,6,109,93,5,115,91,0,113,95,9,118,96,1,129,132,0,101,105,2,138,116,5,136,116,8,123,118,3,141,126,2,107,96,0,100,102,5,119,116,5,97,104,0,105,103
8,33,1755962824.0965073,0.9124877088306693,18,6,0,0,3,0,0,1,0,0,3,0,0,7,0,0,1,2,5,1,1,1,5,4,5,7,3,1,9,3,2,8,7,1,6,0,5,7,10,2,5,4,8,7,8,6,4,5,14,5,3,11,4,14,14,4,10,13,1,4,13,9,10,5,7,10,11,1,12,10,7,8,19,0,5,15,2,14,6,0,7,2,3,7,21,3,14,3,0,19,20,7,27,25,9,6,13,6,28,23,5,24,21,6,16,26,8,2,9,0,11,17,6,4,0,3,3,4,7,7,30,4,24,26,4,31,17,2,20,7,1,38,21,8,35,34,2,25,36,6,13,31,0,20,31,3,42,10,3,5,22,2,44,41,6,47,23,2,1,8,0,38,13,4,19,18,8,34,45,0,20,30,6,38,7,2,50,14,7,23,20,7,51,41,9,11,59,5,31,56,3,28,48,3,60,35,9,22,52,7,55,54,9,34,16,0,65,60,7,49,62,0,35,31,5,49,65,8,52,57,6,39,47,2,35,61,5,53,31,0,60,34,5,28,75,7,68,40,9,72,62,5,54,54,9,71,65,2,51,79,0,66,45,7,36,69,8,49,77,6,47,63,6,48,58,6,84,77,7,56,48,1,66,51,7,74,64,8,74,82,1,42,47,3,45,64,6,74,80,5,49,82,3,86,91,5,61,76,6,95,72,0,62,68,8,51,80,1,88,85,8,56,97,9,94,100,4,105,58,9,103,99,2,100,80,6,87,78,8,94,56,1,79,76,5,95,77,1,79,79,4,88,92,7,83,96,7,70,110,7,79,71,7,109,108,8,76,105,4,94,108,0,108,116,2,78,83,9,87,95,5,116,114,4,94,84,4,83,102,1,117,86,3,119,81,9,123,84,6,108,103,6,90,118,3,115,102,4,101,130,2,114,89,6,95,118,5,114,91,6,109,93,5,115,91,5,113,95,9,118,96,1,129,132,0,101,105,2,138,116,5,136,116,8,123,118,3,126,126,2,107,142,0,100,102,5,119,116,5,97,104,0,105,103
9,37,1755965497.0918195,0.9124877088306693,18,6,0,0,3,0,0,1,0,0,3,0,0,7,0,0,1,2,5,1,1,1,5,4,5,7,3,1,9,3,2,8,7,1,6,0,5,7,10,2,5,4,8,7,8,6,4,5,14,5,3,11,4,14,14,4,10,13,1,4,13,9,10,5,7,10,11,1,12,10,7,8,19,0,5,15,2,14,6,0,7,2,3,7,21,3,14,3,0,19,20,7,27,25,9,6,13,6,28,23,5,24,21,6,16,26,5,2,9,0,11,17,6,4,0,3,3,4,7,7,30,4,24,26,4,31,17,2,20,7,1,38,21,8,35,34,2,25,36,6,13,31,0,20,30,3,42,10,3,5,22,2,44,41,6,47,23,2,1,8,0,38,13,4,19,18,4,34,45,0,33,30,6,38,7,2,50,47,7,23,20,7,51,41,9,11,59,5,31,50,3,28,48,3,60,35,9,60,52,7,45,54,9,34,16,1,65,60,7,49,62,0,35,31,5,49,65,8,52,57,6,39,47,2,35,61,5,53,31,0,60,34,5,28,75,7,68,40,9,72,62,5,54,54,9,71,65,2,51,79,0,78,45,7,36,69,8,49,77,6,47,63,6,48,58,3,84,77,7,56,48,1,66,51,7,74,64,8,74,82,1,42,47,3,45,64,6,74,80,5,49,82,3,86,91,5,61,76,6,95,72,0,62,68,8,51,80,1,88,85,8,56,97,9,94,100,4,105,58,9,103,99,2,100,80,8,87,78,8,94,56,1,79,76,5,95,77,1,79,79,4,88,92,7,83,96,7,70,110,7,79,71,3,109,108,8,76,105,4,94,108,0,108,116,2,78,83,9,87,95,5,116,114,4,94,84,4,83,102,1,117,86,3,119,81,9,123,110,6,108,103,6,90,118,3,115,102,4,101,130,2,114,89,6,95,118,5,114,91,6,109,93,5,115,91,5,113,95,9,118,96,1,129,132,0,101,105,2,138,116,5,136,116,8,123,118,3,126,126,2,107,142,0,100,102,5,119,116,5,97,104,0,105,103
10,41,1755967561.4752033,0.9124877088306693,18,6,0,0,3,0,0,1,0,0,3,0,0,7,0,0,1,2,5,1,1,1,5,4,5,7,3,1,9,3,2,8,7,1,6,0,5,7,10,2,5,4,8,7,8,6,4,5,14,5,3,11,4,14,14,4,10,13,1,4,13,9,10,5,7,10,11,1,12,10,7,8,19,0,5,15,2,14,6,0,7,2,3,7,1,3,14,3,0,19,20,7,27,25,9,6,13,6,28,23,5,24,21,6,16,26,2,2,9,0,11,17,6,4,0,3,23,4,7,7,30,4,24,26,4,31,17,2,20,7,1,38,21,8,35,34,2,25,36,6,13,31,0,20,30,3,42,10,3,5,22,2,44,41,6,47,23,2,1,8,0,38,13,4,19,18,4,34,45,0,33,30,6,38,7,2,50,52,7,23,20,7,51,41,9,11,59,9,31,50,3,28,48,3,60,35,9,60,52,7,45,65,9,34,16,1,65,60,7,49,62,0,35,31,5,49,65,8,57,57,6,39,47,2,35,61,5,53,31,0,60,34,5,28,75,7,68,40,9,72,62,5,53,54,9,71,65,2,51,79,0,78,45,7,36,69,8,49,77,6,57,63,6,48,58,3,84,77,7,56,48,1,66,51,7,74,64,8,74,82,1,42,47,3,45,64,6,74,80,5,49,65,3,86,91,5,61,76,6,95,72,0,62,68,8,51,80,1,92,85,8,56,97,9,94,100,4,105,58,9,103,99,2,100,80,8,87,78,8,94,56,1,79,76,5,95,77,1,79,79,4,88,92,7,83,96,7,70,110,1,79,71,3,109,108,8,107,105,4,94,108,0,94,116,2,100,83,1,87,95,5,86,114,4,94,84,4,83,102,1,117,86,3,119,81,9,123,110,6,108,103,6,90,118,3,115,102,4,88,130,2,114,85,6,95,118,5,114,91,6,96,93,5,115,91,5,113,95,9,118,96,1,96,132,0,101,105,2,138,116,5,136,116,8,123,118,3,126,116,2,107,142,0,100,102,5,108,116,5,97,104,0,105,103
